amount,payment_method,gateway,failure_reason,network_latency,gateway_health,issuer_health,customer_action_required,previous_attempt_count,recent_gateway_success_rate,historical_recovery_rate,time_since_failure,recovered
27339.61,upi,gateway_b,issuer_unavailable,608,0.029,0.4861,0,3,0.9848,0.3085,3357,0
90332.05,debit_card,gateway_c,network_timeout,196,0.5214,0.4243,0,2,0.626,0.6106,4015,0
24751.65,credit_card,gateway_c,network_timeout,251,0.4156,0.5764,0,2,0.427,0.5681,4074,1
63718.96,net_banking,gateway_a,suspected_fraud,667,0.9973,0.0276,0,0,0.4716,0.7302,6155,0
32307.27,upi,gateway_b,rate_limit,243,0.6472,0.4026,0,2,0.6548,0.2296,4368,0
34291.68,wallet,gateway_a,network_timeout,988,0.9958,0.4644,0,1,0.8841,0.2858,5633,0
74773.24,debit_card,gateway_c,suspected_fraud,251,0.7839,0.8938,0,2,0.402,0.3652,3119,0
76932.32,net_banking,gateway_c,network_timeout,818,0.5836,0.4411,0,3,0.8668,0.8054,196,1
57844.43,upi,gateway_c,suspected_fraud,664,0.6499,0.1967,0,0,0.3121,0.6325,5419,0
94378.86,wallet,gateway_b,network_timeout,592,0.3996,0.9381,0,1,0.5472,0.3075,3546,0
79554.57,debit_card,gateway_a,rate_limit,758,0.6668,0.109,0,1,0.5561,0.2142,6674,0
58056.92,net_banking,gateway_b,authentication_required,375,0.3228,0.2295,1,0,0.9973,0.7484,4261,0
70562.36,upi,gateway_a,suspected_fraud,512,0.8474,0.5819,0,2,0.4718,0.575,4056,0
27108.45,net_banking,gateway_c,suspected_fraud,735,0.1238,0.6453,0,3,0.9037,0.2936,4444,0
75716.79,net_banking,gateway_a,temporary_gateway_error,970,0.483,0.1363,0,4,0.8683,0.7551,3926,0
47621.78,debit_card,gateway_a,temporary_gateway_error,918,0.436,0.5866,0,0,0.8386,0.2105,833,0
16889.03,upi,gateway_c,network_timeout,789,0.8445,0.2048,1,2,0.7484,0.3178,3776,0
86373.53,upi,gateway_b,suspected_fraud,820,0.132,0.707,0,0,0.4136,0.7234,3357,0
3037.65,debit_card,gateway_a,network_timeout,617,0.9813,0.6788,0,3,0.6766,0.5568,6284,1
57972.17,credit_card,gateway_a,issuer_unavailable,811,0.7532,0.9408,0,0,0.739,0.4661,4469,1
6802.48,wallet,gateway_a,network_timeout,961,0.8439,0.1038,0,4,0.6806,0.6542,5307,1
54342.91,wallet,gateway_c,temporary_gateway_error,574,0.9906,0.7715,0,2,0.9937,0.7688,6240,0
87347.11,credit_card,gateway_b,network_timeout,884,0.5971,0.6506,0,4,0.4284,0.6604,3924,1
90121.08,upi,gateway_a,authentication_required,127,0.9555,0.5682,1,3,0.4405,0.238,6839,0
73515.19,upi,gateway_a,issuer_unavailable,610,0.5143,0.9025,0,2,0.8628,0.4461,1955,0
29517.04,net_banking,gateway_b,card_expired,368,0.0407,0.2795,0,0,0.8762,0.8197,121,0
44252.44,net_banking,gateway_c,card_expired,145,0.025,0.6636,0,0,0.8528,0.707,6416,0
62727.55,credit_card,gateway_a,insufficient_funds,222,0.5198,0.3586,0,4,0.5113,0.286,5289,0
20621.11,credit_card,gateway_b,suspected_fraud,43,0.5186,0.8253,0,0,0.6299,0.8226,5355,0
24022.71,wallet,gateway_c,suspected_fraud,609,0.0216,0.5215,0,4,0.8433,0.422,5317,0
26800.83,wallet,gateway_c,rate_limit,104,0.389,0.7672,0,1,0.7653,0.7149,314,1
19186.38,credit_card,gateway_b,authentication_required,419,0.3582,0.1019,1,1,0.9472,0.3007,6188,0
40959.85,upi,gateway_a,authentication_required,589,0.4549,0.4515,1,4,0.7974,0.606,1034,1
21856.27,debit_card,gateway_a,card_expired,402,0.1189,0.6105,0,2,0.5563,0.7054,4268,0
43361.92,upi,gateway_b,insufficient_funds,901,0.6052,0.5097,0,2,0.3229,0.6913,2233,0
4680.08,upi,gateway_c,suspected_fraud,942,0.7308,0.3855,0,1,0.3149,0.52,3999,0
98494.55,net_banking,gateway_c,authentication_required,408,0.0871,0.9651,1,0,0.6938,0.3609,6230,0
91451.61,credit_card,gateway_b,insufficient_funds,703,0.1758,0.1645,0,2,0.3895,0.564,5548,0
69511.44,upi,gateway_c,rate_limit,225,0.2005,0.3376,0,2,0.4799,0.5637,3197,1
31995.28,net_banking,gateway_c,suspected_fraud,983,0.6299,0.6116,0,4,0.3544,0.799,1284,0
99343.38,debit_card,gateway_b,suspected_fraud,624,0.7867,0.9884,0,4,0.6689,0.673,4090,0
82775.66,debit_card,gateway_b,card_expired,127,0.4591,0.3157,0,2,0.9496,0.7542,1363,0
4414.96,debit_card,gateway_a,insufficient_funds,140,0.4236,0.3295,0,3,0.5325,0.8707,2094,0
60267.38,credit_card,gateway_a,suspected_fraud,159,0.7894,0.836,0,3,0.896,0.2713,4847,0
4326.47,credit_card,gateway_b,issuer_unavailable,646,0.2721,0.0459,0,3,0.4562,0.4855,7054,0
7474.78,wallet,gateway_a,network_timeout,552,0.4778,0.6921,0,1,0.3116,0.4641,2,1
27958.7,wallet,gateway_c,network_timeout,852,0.0893,0.0774,0,0,0.3661,0.8951,5491,1
19472.75,wallet,gateway_b,temporary_gateway_error,41,0.8548,0.1843,0,0,0.4083,0.7187,5953,1
4251.48,debit_card,gateway_b,issuer_unavailable,277,0.4248,0.3679,0,0,0.5662,0.7686,2951,1
57488.73,wallet,gateway_a,rate_limit,939,0.8822,0.414,0,4,0.6689,0.4968,1013,0
86635.52,credit_card,gateway_a,authentication_required,98,0.7812,0.9441,1,2,0.6036,0.6095,765,0
41481.47,wallet,gateway_a,issuer_unavailable,969,0.3313,0.34,0,0,0.4345,0.7197,5613,1
97449.43,debit_card,gateway_a,insufficient_funds,663,0.4626,0.7318,0,3,0.6483,0.8688,768,0
74160.51,credit_card,gateway_a,temporary_gateway_error,465,0.3347,0.4875,0,1,0.4404,0.5737,1802,1
58107.67,credit_card,gateway_c,card_expired,583,0.6054,0.4136,0,3,0.884,0.6376,2364,0
35026.43,net_banking,gateway_b,issuer_unavailable,866,0.7276,0.1009,0,1,0.3193,0.5478,240,1
48327.96,net_banking,gateway_c,network_timeout,111,0.0058,0.0367,0,3,0.5471,0.2552,4224,0
42987.93,upi,gateway_b,temporary_gateway_error,394,0.0595,0.7104,0,3,0.488,0.5828,1184,1
49698.12,wallet,gateway_b,temporary_gateway_error,885,0.2046,0.5562,0,0,0.6858,0.6578,6729,1
57989.36,upi,gateway_c,network_timeout,304,0.7358,0.4666,0,2,0.7736,0.2722,2599,1
23594.87,wallet,gateway_c,insufficient_funds,871,0.8851,0.2304,0,0,0.971,0.379,5504,0
35994.54,debit_card,gateway_b,insufficient_funds,889,0.3041,0.7557,0,1,0.9585,0.3584,2727,0
78516.98,wallet,gateway_a,temporary_gateway_error,949,0.9437,0.1136,0,2,0.7779,0.7198,3074,1
40979.35,net_banking,gateway_b,suspected_fraud,664,0.4277,0.3461,0,3,0.897,0.7502,3902,0
91692.43,net_banking,gateway_a,authentication_required,173,0.6405,0.0824,1,0,0.9029,0.7079,3597,1
17411.58,net_banking,gateway_a,network_timeout,933,0.2125,0.167,0,2,0.6226,0.5731,6741,1
6759.59,credit_card,gateway_b,network_timeout,35,0.539,0.1935,0,0,0.6728,0.825,3314,1
13273.23,upi,gateway_a,rate_limit,928,0.9175,0.1399,0,1,0.3687,0.3107,791,1
14942.73,credit_card,gateway_b,temporary_gateway_error,390,0.2539,0.4171,0,1,0.5005,0.84,2534,1
61936.6,credit_card,gateway_b,temporary_gateway_error,296,0.52,0.768,0,2,0.5413,0.3181,5823,1
71625.23,upi,gateway_c,card_expired,693,0.3094,0.9293,0,0,0.3229,0.6716,7175,0
77935.9,upi,gateway_a,rate_limit,599,0.6099,0.8774,0,0,0.7985,0.4155,3824,1
26342.57,credit_card,gateway_a,rate_limit,673,0.615,0.1718,0,2,0.9552,0.7069,1539,1
85322.63,debit_card,gateway_c,insufficient_funds,566,0.356,0.5984,0,4,0.9115,0.3123,6563,0
21203.25,wallet,gateway_b,network_timeout,874,0.4196,0.3077,0,1,0.5034,0.5708,4954,0
21018.13,net_banking,gateway_a,insufficient_funds,624,0.8473,0.8037,0,0,0.3088,0.7453,6986,1
86119.56,wallet,gateway_b,rate_limit,884,0.2519,0.7964,0,1,0.933,0.7043,3220,0
53874.5,credit_card,gateway_c,issuer_unavailable,141,0.075,0.9466,0,0,0.6283,0.4007,44,1
15445.54,wallet,gateway_b,authentication_required,183,0.2326,0.7124,1,4,0.525,0.8316,1373,0
86004.31,credit_card,gateway_a,issuer_unavailable,522,0.8342,0.0787,0,3,0.6369,0.4712,661,0
42472.51,debit_card,gateway_c,temporary_gateway_error,393,0.1597,0.5691,0,4,0.3821,0.4879,7158,1
36100.5,upi,gateway_a,rate_limit,881,0.9352,0.3251,0,4,0.7449,0.7267,3852,1
67854.98,credit_card,gateway_c,insufficient_funds,489,0.6728,0.3016,0,0,0.8504,0.4821,801,1
86165.73,debit_card,gateway_c,rate_limit,492,0.8533,0.9453,0,1,0.5597,0.6888,6792,1
67009.62,net_banking,gateway_c,authentication_required,150,0.4311,0.2066,1,4,0.7144,0.6762,859,1
97078.89,credit_card,gateway_c,suspected_fraud,485,0.6518,0.0752,0,2,0.3332,0.5665,5491,0
61518.69,credit_card,gateway_b,suspected_fraud,627,0.5538,0.5102,0,1,0.5341,0.3801,3465,0
26744.12,wallet,gateway_c,temporary_gateway_error,387,0.5041,0.7427,0,4,0.5121,0.3142,5196,0
91301.28,wallet,gateway_c,temporary_gateway_error,862,0.3614,0.1535,0,2,0.4735,0.6342,4676,0
37919.96,credit_card,gateway_a,issuer_unavailable,403,0.2135,0.7881,0,1,0.9005,0.4981,1562,0
87428.39,net_banking,gateway_c,temporary_gateway_error,242,0.5923,0.6716,0,3,0.9401,0.2527,5561,1
49768.61,debit_card,gateway_a,network_timeout,815,0.4926,0.0352,0,3,0.3684,0.7094,74,0
56943.73,debit_card,gateway_c,issuer_unavailable,556,0.0556,0.5448,1,1,0.8237,0.3986,5904,1
95280.99,credit_card,gateway_c,rate_limit,849,0.8377,0.4662,0,4,0.5096,0.5013,4259,1
24305.44,debit_card,gateway_a,network_timeout,410,0.5993,0.1962,0,3,0.6684,0.4465,4970,0
33240.48,upi,gateway_b,network_timeout,232,0.3232,0.2737,0,4,0.5888,0.3827,6423,1
87920.79,net_banking,gateway_a,authentication_required,423,0.8749,0.2475,1,2,0.3568,0.5942,4383,0
77900.63,net_banking,gateway_a,suspected_fraud,112,0.2786,0.6931,0,3,0.8489,0.5297,6837,0
1121.8,net_banking,gateway_c,authentication_required,377,0.1219,0.2394,1,3,0.6839,0.8023,5973,0
76231.32,wallet,gateway_c,rate_limit,182,0.2693,0.7041,0,0,0.9554,0.6941,2701,1
79399.36,net_banking,gateway_b,authentication_required,915,0.6851,0.0957,1,1,0.7594,0.5193,5510,0
93235.85,upi,gateway_c,card_expired,933,0.2254,0.4406,0,0,0.4562,0.5583,2381,1
15978.13,net_banking,gateway_c,temporary_gateway_error,288,0.1749,0.354,0,2,0.5905,0.847,6184,1
83599.08,credit_card,gateway_a,suspected_fraud,474,0.0594,0.0467,0,1,0.5876,0.8279,1884,0
47202.91,net_banking,gateway_a,issuer_unavailable,702,0.5843,0.1703,0,1,0.5417,0.5457,6665,1
62739.05,net_banking,gateway_b,insufficient_funds,487,0.0473,0.2645,0,3,0.5774,0.4648,5274,0
71795.33,upi,gateway_c,card_expired,677,0.7629,0.2074,0,1,0.3,0.6477,2132,0
4209.07,credit_card,gateway_c,network_timeout,614,0.2079,0.8092,0,1,0.6604,0.7425,2413,0
76374.41,debit_card,gateway_c,temporary_gateway_error,517,0.9874,0.5168,0,3,0.3205,0.7072,5480,1
2507.93,credit_card,gateway_a,temporary_gateway_error,65,0.0818,0.4877,0,0,0.4113,0.7698,963,1
9594.98,wallet,gateway_b,temporary_gateway_error,841,0.7326,0.1477,0,0,0.3937,0.464,2398,0
20370.11,net_banking,gateway_c,authentication_required,728,0.2667,0.0425,1,4,0.5396,0.2251,1401,1
92466.26,debit_card,gateway_a,temporary_gateway_error,643,0.9344,0.0372,0,1,0.4659,0.2702,977,1
73961.31,debit_card,gateway_a,network_timeout,760,0.2905,0.7998,0,4,0.4155,0.372,289,1
30340.0,credit_card,gateway_b,issuer_unavailable,856,0.8555,0.9936,0,1,0.6959,0.6223,13,1
95599.67,net_banking,gateway_c,issuer_unavailable,345,0.9458,0.1043,0,3,0.7091,0.2498,1419,0
41803.34,credit_card,gateway_b,issuer_unavailable,694,0.3338,0.5404,0,4,0.9979,0.3239,6303,0
92907.4,net_banking,gateway_c,temporary_gateway_error,256,0.9878,0.4414,0,3,0.5083,0.2762,3732,1
55431.38,net_banking,gateway_c,issuer_unavailable,444,0.6261,0.5074,0,0,0.6023,0.4785,1883,0
53451.99,wallet,gateway_b,rate_limit,280,0.7989,0.1818,0,3,0.9123,0.8507,7159,1
76933.45,upi,gateway_c,network_timeout,173,0.769,0.3418,0,2,0.4752,0.8418,3007,0
96106.78,upi,gateway_a,network_timeout,610,0.587,0.3612,0,2,0.7352,0.8553,4214,1
81095.66,net_banking,gateway_c,temporary_gateway_error,82,0.7223,0.8304,0,0,0.3552,0.2165,800,1
57055.29,net_banking,gateway_c,authentication_required,520,0.4173,0.6809,1,1,0.8785,0.7005,6360,1
86136.18,wallet,gateway_c,issuer_unavailable,949,0.6191,0.333,0,1,0.5457,0.4979,2357,0
40496.86,upi,gateway_a,card_expired,647,0.2863,0.0088,0,4,0.4662,0.5745,2393,0
51278.69,debit_card,gateway_c,network_timeout,975,0.2439,0.467,0,0,0.6654,0.7134,5133,0
83582.53,debit_card,gateway_c,network_timeout,277,0.8093,0.6367,0,3,0.6818,0.3642,3340,1
38218.47,net_banking,gateway_a,rate_limit,394,0.3474,0.8179,0,1,0.9805,0.2211,4178,1
71698.88,wallet,gateway_c,issuer_unavailable,389,0.0898,0.5139,0,4,0.8908,0.4033,3045,0
52604.51,credit_card,gateway_a,issuer_unavailable,864,0.1522,0.6096,0,1,0.306,0.5731,2544,0
23502.01,credit_card,gateway_b,insufficient_funds,242,0.5621,0.1899,0,4,0.7377,0.2028,5014,0
50748.7,wallet,gateway_c,insufficient_funds,744,0.6821,0.9295,0,0,0.4823,0.5903,5943,0
10326.31,upi,gateway_a,card_expired,445,0.197,0.4873,1,1,0.5641,0.2095,3481,0
58279.15,debit_card,gateway_b,insufficient_funds,889,0.8644,0.5036,0,4,0.5732,0.4066,3840,1
6258.06,wallet,gateway_b,rate_limit,358,0.1664,0.0605,0,4,0.6913,0.8261,3283,0
55374.95,wallet,gateway_b,card_expired,217,0.8499,0.4745,0,4,0.6119,0.4372,45,0
82471.88,net_banking,gateway_a,authentication_required,867,0.8007,0.8117,1,1,0.7855,0.7319,6013,1
50364.09,wallet,gateway_b,network_timeout,277,0.4545,0.8233,0,2,0.6071,0.7286,1098,0
74312.45,credit_card,gateway_b,authentication_required,682,0.2444,0.3076,1,0,0.7716,0.866,3020,0
41302.69,net_banking,gateway_b,authentication_required,87,0.593,0.4817,1,4,0.9751,0.3168,4829,1
35136.29,upi,gateway_b,issuer_unavailable,192,0.5985,0.0394,0,1,0.6347,0.2711,7004,0
25158.07,credit_card,gateway_a,authentication_required,964,0.7751,0.3219,1,1,0.6414,0.8247,4660,0
14998.87,net_banking,gateway_b,authentication_required,265,0.0265,0.5882,1,3,0.5155,0.3625,4050,0
85310.15,credit_card,gateway_a,suspected_fraud,836,0.5961,0.9016,0,3,0.72,0.2598,3535,0
11313.31,upi,gateway_c,issuer_unavailable,814,0.1702,0.4185,0,4,0.4695,0.5391,1137,1
2416.93,credit_card,gateway_b,issuer_unavailable,516,0.8223,0.8108,0,1,0.9929,0.4964,4950,0
17765.94,net_banking,gateway_a,issuer_unavailable,455,0.9308,0.1676,0,2,0.3034,0.289,1924,0
21450.73,net_banking,gateway_b,network_timeout,853,0.9879,0.4642,0,3,0.3422,0.2774,4160,0
9938.23,wallet,gateway_b,rate_limit,580,0.811,0.9831,0,1,0.3538,0.3437,763,1
64556.69,wallet,gateway_a,temporary_gateway_error,944,0.4188,0.4101,0,3,0.8536,0.6877,3150,0
528.66,wallet,gateway_c,rate_limit,252,0.6543,0.4462,0,1,0.9603,0.7939,466,1
14760.99,net_banking,gateway_a,network_timeout,152,0.3336,0.2812,0,2,0.6831,0.7979,175,1
38061.37,upi,gateway_b,issuer_unavailable,231,0.2354,0.8144,0,1,0.5862,0.7717,330,0
77331.61,wallet,gateway_a,temporary_gateway_error,187,0.0668,0.4626,0,2,0.7702,0.378,3943,0
71525.3,upi,gateway_b,temporary_gateway_error,420,0.6844,0.9834,0,4,0.7879,0.7998,3139,0
64551.1,debit_card,gateway_b,authentication_required,630,0.0436,0.6069,1,4,0.5026,0.3672,3835,0
28522.01,credit_card,gateway_a,issuer_unavailable,707,0.2092,0.1176,0,4,0.4881,0.3078,4073,1
35813.86,net_banking,gateway_a,rate_limit,210,0.9035,0.6963,0,1,0.9417,0.4411,4721,1
3478.3,credit_card,gateway_a,temporary_gateway_error,857,0.6149,0.0456,0,3,0.5694,0.7421,5015,0
18239.45,net_banking,gateway_b,rate_limit,657,0.5953,0.8479,0,0,0.7198,0.5343,5176,1
80579.52,credit_card,gateway_c,card_expired,125,0.3774,0.4962,0,4,0.5299,0.5614,4770,0
58341.75,upi,gateway_a,issuer_unavailable,865,0.1816,0.3386,0,2,0.5699,0.8358,1099,0
95808.42,debit_card,gateway_a,issuer_unavailable,721,0.3697,0.7493,0,3,0.3777,0.5779,6155,0
60213.76,wallet,gateway_c,card_expired,158,0.9715,0.4588,0,4,0.8695,0.5705,1822,0
18137.51,upi,gateway_b,rate_limit,775,0.1477,0.2833,0,3,0.8437,0.3448,7030,0
44729.28,upi,gateway_b,insufficient_funds,457,0.4531,0.3224,0,2,0.8939,0.8279,263,0
77636.88,wallet,gateway_b,card_expired,851,0.8913,0.3403,0,4,0.9839,0.6167,1045,0
3283.39,debit_card,gateway_c,temporary_gateway_error,179,0.1421,0.4424,0,2,0.8891,0.5779,6800,0
92010.04,upi,gateway_a,rate_limit,750,0.7352,0.2749,0,2,0.3567,0.2405,5561,0
60503.16,wallet,gateway_a,temporary_gateway_error,187,0.4212,0.021,0,2,0.5346,0.5939,742,0
42239.24,wallet,gateway_c,rate_limit,207,0.1089,0.6585,0,2,0.6194,0.4916,4739,1
71647.08,wallet,gateway_b,rate_limit,534,0.4238,0.3604,0,2,0.595,0.2031,6147,0
16651.23,upi,gateway_a,rate_limit,144,0.3766,0.6122,0,2,0.5469,0.38,392,1
15938.95,net_banking,gateway_a,authentication_required,937,0.2564,0.7527,1,2,0.6834,0.7907,4604,0
58956.47,net_banking,gateway_c,rate_limit,726,0.0475,0.6451,0,4,0.8727,0.8937,4683,1
89734.55,net_banking,gateway_c,temporary_gateway_error,48,0.1737,0.2497,0,3,0.9395,0.5318,7037,0
97910.08,credit_card,gateway_a,card_expired,946,0.5963,0.1431,0,1,0.9935,0.5555,6450,0
49760.85,debit_card,gateway_c,authentication_required,914,0.1287,0.6485,1,3,0.4916,0.5677,6590,0
52794.52,upi,gateway_b,rate_limit,772,0.1647,0.7149,0,4,0.3421,0.2612,733,0
46502.5,debit_card,gateway_c,insufficient_funds,734,0.5231,0.6001,0,2,0.9124,0.5662,3249,0
73058.05,debit_card,gateway_a,issuer_unavailable,630,0.8082,0.5467,0,1,0.8114,0.4753,2069,1
23210.1,upi,gateway_b,rate_limit,80,0.3632,0.9775,0,1,0.32,0.307,7055,1
97813.61,net_banking,gateway_c,rate_limit,418,0.5836,0.0884,0,1,0.7615,0.6573,6480,1
37045.31,upi,gateway_a,temporary_gateway_error,824,0.6447,0.2996,0,2,0.332,0.2954,833,0
96312.95,debit_card,gateway_a,card_expired,351,0.4097,0.812,0,0,0.7574,0.2435,6548,0
23272.89,debit_card,gateway_b,suspected_fraud,901,0.3254,0.7227,1,4,0.5864,0.325,6632,0
79366.78,net_banking,gateway_c,issuer_unavailable,511,0.6885,0.2909,0,3,0.5976,0.203,2740,0
47408.8,debit_card,gateway_b,insufficient_funds,666,0.0344,0.3424,0,4,0.8694,0.5791,956,0
51458.36,credit_card,gateway_b,suspected_fraud,282,0.1266,0.5268,0,4,0.3393,0.717,408,0
96217.78,credit_card,gateway_b,temporary_gateway_error,196,0.6846,0.815,0,1,0.6879,0.3404,3334,1
27428.16,wallet,gateway_c,suspected_fraud,816,0.5351,0.6457,0,2,0.6781,0.5373,4236,0
25629.76,wallet,gateway_c,issuer_unavailable,153,0.8112,0.2119,0,1,0.3637,0.3272,738,1
39775.28,net_banking,gateway_a,temporary_gateway_error,947,0.3653,0.703,0,0,0.9249,0.4785,2338,1
43590.65,debit_card,gateway_b,network_timeout,73,0.3102,0.9483,0,3,0.799,0.6573,6338,0
91604.7,upi,gateway_c,issuer_unavailable,427,0.5976,0.4717,1,4,0.9495,0.6187,1432,1
92807.24,wallet,gateway_b,rate_limit,718,0.2831,0.295,0,3,0.4662,0.3165,436,0
91603.26,debit_card,gateway_b,temporary_gateway_error,807,0.9847,0.299,0,2,0.9823,0.4413,4751,1
66561.29,net_banking,gateway_c,rate_limit,205,0.4545,0.3774,0,3,0.7537,0.3313,1011,1
3956.04,upi,gateway_b,network_timeout,673,0.5944,0.5667,0,1,0.7658,0.2225,891,1
16780.11,net_banking,gateway_a,authentication_required,506,0.0985,0.2351,1,0,0.8272,0.332,6332,1
63266.06,upi,gateway_b,temporary_gateway_error,591,0.2847,0.9467,0,4,0.9356,0.4058,4692,1
16124.28,debit_card,gateway_b,network_timeout,157,0.9093,0.8577,0,0,0.467,0.216,4757,1
68018.12,net_banking,gateway_a,network_timeout,612,0.9254,0.2093,0,4,0.9555,0.5183,573,1
42831.97,wallet,gateway_c,rate_limit,348,0.2087,0.4399,0,2,0.4339,0.6846,6582,1
28086.51,wallet,gateway_c,network_timeout,58,0.3942,0.8925,0,4,0.4174,0.8871,2068,1
9277.62,wallet,gateway_c,insufficient_funds,460,0.4743,0.2559,0,2,0.4726,0.4557,2524,0
40986.2,upi,gateway_c,card_expired,857,0.6449,0.637,0,4,0.3258,0.3495,5401,0
2901.27,wallet,gateway_c,rate_limit,456,0.1198,0.23,0,4,0.8806,0.258,709,0
10741.53,credit_card,gateway_b,rate_limit,473,0.3454,0.0452,0,4,0.848,0.796,2154,1
33975.13,credit_card,gateway_b,issuer_unavailable,657,0.2852,0.2219,0,1,0.6412,0.6679,4907,1
60987.91,debit_card,gateway_c,rate_limit,658,0.1944,0.3321,0,3,0.5072,0.8174,6470,0
87094.88,upi,gateway_c,authentication_required,95,0.1262,0.4067,1,1,0.9794,0.5268,4981,1
43856.72,credit_card,gateway_c,network_timeout,696,0.5865,0.8761,0,4,0.401,0.6517,3888,0
44866.89,upi,gateway_b,card_expired,202,0.9341,0.6062,0,1,0.4759,0.5377,174,0
33794.9,upi,gateway_a,insufficient_funds,461,0.366,0.04,0,3,0.5179,0.8761,5554,0
79429.51,upi,gateway_b,issuer_unavailable,555,0.2611,0.07,0,3,0.9456,0.8799,1334,0
93055.29,upi,gateway_a,rate_limit,753,0.162,0.952,0,1,0.4374,0.7578,148,1
78653.88,wallet,gateway_a,card_expired,54,0.331,0.5069,0,2,0.9862,0.6201,4173,0
96400.54,wallet,gateway_c,temporary_gateway_error,904,0.037,0.0996,0,4,0.6647,0.787,1632,0
84886.0,debit_card,gateway_b,issuer_unavailable,514,0.6586,0.1254,0,1,0.7189,0.7767,5619,1
6392.56,credit_card,gateway_b,temporary_gateway_error,657,0.6156,0.4256,0,0,0.4813,0.202,171,0
26622.53,credit_card,gateway_a,rate_limit,803,0.995,0.6205,0,3,0.3418,0.2763,3261,0
27086.86,wallet,gateway_a,temporary_gateway_error,744,0.6404,0.5097,0,2,0.4736,0.3461,7094,1
90130.35,net_banking,gateway_b,network_timeout,151,0.1044,0.9044,0,1,0.7972,0.7402,6977,1
56957.14,debit_card,gateway_a,network_timeout,371,0.4697,0.5157,1,3,0.551,0.7685,4382,1
36065.93,upi,gateway_b,suspected_fraud,111,0.4137,0.4093,0,4,0.8813,0.2335,1094,0
1532.88,net_banking,gateway_a,rate_limit,87,0.2735,0.3815,0,3,0.4169,0.8235,6994,0
75882.93,credit_card,gateway_c,network_timeout,999,0.2479,0.5027,0,4,0.8832,0.4438,5291,1
34022.24,net_banking,gateway_a,rate_limit,653,0.4734,0.4586,0,1,0.7372,0.8796,4611,1
35616.81,net_banking,gateway_c,temporary_gateway_error,607,0.8171,0.9228,0,2,0.5345,0.6627,5991,0
70602.81,net_banking,gateway_b,network_timeout,841,0.2524,0.7469,0,3,0.9826,0.4888,3930,1
18593.71,wallet,gateway_b,temporary_gateway_error,751,0.9282,0.8216,0,2,0.6422,0.253,6647,0
86551.08,net_banking,gateway_a,insufficient_funds,418,0.145,0.1027,0,2,0.665,0.3193,5710,0
48080.62,debit_card,gateway_a,insufficient_funds,843,0.9923,0.5993,0,4,0.6577,0.6292,1320,0
82867.24,debit_card,gateway_b,rate_limit,667,0.4503,0.5577,0,0,0.9092,0.2637,1255,1
46167.27,upi,gateway_c,network_timeout,604,0.9197,0.286,0,1,0.3413,0.7535,873,1
67439.83,debit_card,gateway_a,temporary_gateway_error,782,0.9371,0.3994,0,1,0.9058,0.8361,1948,1
65995.65,net_banking,gateway_b,issuer_unavailable,600,0.4388,0.7403,0,2,0.5167,0.5503,5370,0
49249.99,credit_card,gateway_b,card_expired,120,0.5105,0.087,0,4,0.3052,0.392,6873,0
96547.71,upi,gateway_c,card_expired,647,0.8938,0.1626,0,3,0.3036,0.5176,6387,0
44977.08,wallet,gateway_c,temporary_gateway_error,909,0.5853,0.3,0,4,0.3124,0.4346,3529,0
44448.9,upi,gateway_c,authentication_required,965,0.1482,0.9975,1,0,0.8775,0.644,4978,1
84834.18,net_banking,gateway_b,rate_limit,757,0.8739,0.0635,0,3,0.9279,0.6462,6763,0
49271.65,net_banking,gateway_b,authentication_required,933,0.2075,0.8516,1,3,0.5044,0.5543,3172,0
75140.32,credit_card,gateway_b,suspected_fraud,407,0.7037,0.1571,0,4,0.4264,0.7331,1163,0
74722.3,net_banking,gateway_b,insufficient_funds,260,0.9109,0.7691,0,0,0.5889,0.5216,4121,1
35624.65,upi,gateway_c,temporary_gateway_error,474,0.5447,0.7306,0,0,0.6485,0.5325,961,1
27484.56,net_banking,gateway_c,network_timeout,655,0.4957,0.4959,0,0,0.7318,0.7814,4407,1
94646.88,wallet,gateway_b,suspected_fraud,348,0.8813,0.4209,0,0,0.6077,0.4446,6678,0
66070.83,debit_card,gateway_a,issuer_unavailable,433,0.5019,0.3787,0,1,0.7783,0.7746,4330,0
25495.47,upi,gateway_b,rate_limit,376,0.552,0.2388,0,3,0.5346,0.6429,1651,0
75594.16,debit_card,gateway_c,issuer_unavailable,904,0.1644,0.9159,0,0,0.8571,0.7489,3232,0
26800.07,upi,gateway_c,suspected_fraud,373,0.5733,0.564,0,2,0.7666,0.662,3288,0
80222.65,wallet,gateway_c,rate_limit,58,0.8116,0.9999,1,3,0.7196,0.5674,4300,0
17287.27,wallet,gateway_c,rate_limit,121,0.1666,0.8867,0,0,0.7783,0.3527,4653,1
42066.07,wallet,gateway_c,network_timeout,509,0.3972,0.1832,0,4,0.5101,0.3412,1939,0
16649.41,debit_card,gateway_c,network_timeout,813,0.5759,0.8589,0,1,0.6932,0.8909,2677,1
16400.72,debit_card,gateway_a,temporary_gateway_error,942,0.2496,0.9276,0,3,0.5802,0.4772,4249,1
73901.73,net_banking,gateway_c,network_timeout,541,0.4489,0.6356,0,2,0.3456,0.8318,5934,1
39158.56,upi,gateway_c,insufficient_funds,542,0.2203,0.4973,0,0,0.4485,0.8021,2117,0
